year,region,region_code,observation_value,std,ci_lower,ci_upper,region_model,calendar_year,model_value,dhdt,calendar_year_5yr,dmdt_5yr_avg_calendar,dhdt_5yr_avg_calendar,residual,rmse,residual_percentage,model_within_obs_CI,obs_rolling_avg,output_rolling_avg,residual_rolling_avg,rolling_CI_upper,rolling_CI_lower
1999,06,ISL,-8.475310712381553,1.0135234537390854,-10.461816681710161,-6.488804743052945,,,,,,,,,,,,-10.46226586754274,,,-8.620050530963416,-12.304481204122064
2000,06,ISL,-13.574172233723875,1.0135234537390854,-15.560678203052483,-11.587666264395267,,,,,,,,,,,,-11.456970174351701,,,-9.574692895299224,-13.339247453404179
2001,06,ISL,-8.40128806727478,1.0135234537390854,-10.387794036603388,-6.414782097946173,06,2001.0,-14.962194,-0.72377944,,,,6.560906375474243,12.002031645668595,-78.09405323251197,False,-11.066082400350151,-14.962194442749023,3.8961120423988724,-9.162697307448477,-12.969467493251825
2002,06,ISL,-8.377215594880061,1.0135234537390854,-10.363721564208669,-6.3907096255514535,06,2002.0,-10.29689,-0.38070002,,,,1.9196746639090012,12.002031645668595,-22.91542627937446,True,-10.428889162179384,-12.629542350769043,2.2006531885896585,-8.486372819905629,-12.37140550445314
2003,06,ISL,-12.24687093306225,1.0135234537390854,-14.233376902390857,-10.260364963733641,06,2003.0,-2.5115652,0.009151519,,,,-9.73530572462719,12.002031645668595,79.49218847685644,False,-10.214971508264503,-9.256883303324381,-0.9580882049401218,-8.228465538935895,-12.20147747759311
2004,06,ISL,-14.1554748294729,1.0135234537390854,-16.141980798801505,-12.168968860144291,06,2004.0,-10.961012,-0.898539,,,,-3.1944629428762195,12.002031645668595,22.566978369563955,False,-11.35100433168277,-9.682915449142456,-1.6680888825403137,-9.364498362354162,-13.337510301011378
2005,06,ISL,-16.82464261784332,0.9013050173746663,-18.591200451897667,-15.058084783788974,06,2005.0,-13.139204,-0.7544355,2005.0,-10.374173,-0.5496605,-3.6854385925747657,12.002031645668595,21.90500372748593,False,-12.00109840850666,-10.374173164367676,-1.6269252441389845,-10.058582066232905,-13.943614750780416
2006,06,ISL,-11.510497341097466,0.9013050173746663,-13.277055175151812,-9.74393950704312,06,2006.0,-6.541906,-0.17592542,,,,-4.968591461123101,12.002031645668595,43.16574092227166,False,-12.622940263271198,-8.690115451812744,-3.9328248114584543,-10.724413548052295,-14.521466978490102
2007,06,ISL,-8.794827538907072,0.9013050173746663,-10.561385372961418,-7.028269704852725,06,2007.0,-7.19162,-0.403086,,,,-1.6032076658601966,12.002031645668595,18.22898355616222,True,-12.7064626520766,-8.069061374664306,-4.637401277412295,-10.85192556391255,-14.560999740240652
2008,06,ISL,-10.867136927913284,0.9007124920407654,-12.632533412313185,-9.101740443513384,06,2008.0,-1.2577956,0.12282502,,,,-9.6093413556324,12.002031645668595,88.42569500481663,False,-12.430515851046806,-7.8183074474334715,-4.612208403613335,-10.620200659868498,-14.240831042225114
2009,06,ISL,-5.054731095304847,0.9007124920407654,-6.820127579704748,-3.289334610904947,06,2009.0,-17.96699,-1.2000322,,,,12.912258421907067,12.002031645668595,-255.44896807469715,False,-10.610367104213196,-9.21950297355652,-1.3908641306566771,-8.84427381002063,-12.376460398405763
2010,06,ISL,-28.344071310390827,0.9007124920407654,-30.109467794790728,-26.578674825990927,06,2010.0,-5.390253,-0.026632736,2010.0,-7.669713,-0.3365703,-22.953818243374226,12.002031645668595,80.982784695999,False,-12.914252842722698,-7.669712781906128,-5.24454006081657,-11.14839181846102,-14.680113866984376
2011,06,ISL,-5.175396740310809,0.9007124920407654,-6.94079322471071,-3.410000255910909,06,2011.0,-23.587076,-1.6321578,,,,18.41167944682298,12.002031645668595,-355.75397154416544,False,-11.647232722565366,-11.078746843338013,-0.568485879227353,-9.881603968234577,-13.412861476896156
2012,06,ISL,-10.767470232577681,0.9007124920407654,-12.532866716977582,-9.00207374817778,06,2012.0,1.3513274,0.52118945,,,,-12.118797651858687,12.002031645668595,112.55009199089751,False,-12.041761261299488,-9.370157384872437,-2.671603876427051,-10.276364776899587,-13.807157745699389
2013,06,ISL,-6.757253459200586,0.9004439813665982,-8.52212366267912,-4.9923832557220535,06,2013.0,-0.4285682,0.16643986,,,,-6.328685245022501,12.002031645668595,93.65765666826434,False,-11.21978456755695,-9.204311913251876,-2.015472654305073,-9.454493339341322,-12.985075795772577
2014,06,ISL,-9.1111193523851,0.9004439813665982,-10.875989555863631,-7.346249148906567,06,2014.0,-1.5229449,0.1871638,,,,-7.588174425169523,12.002031645668595,83.28476591828532,False,-12.031062218972998,-5.915502995252609,-6.115559223720389,-10.265876246941644,-13.796248191004352
2015,06,ISL,7.433184412269263,0.9004439813665982,5.668314208790731,9.198054615747795,06,2015.0,-11.3834,-0.7366029,2015.0,-7.114133,-0.2987935,18.81658437564817,12.002031645668595,253.14297792194407,False,-4.875611074440981,-7.11413237452507,2.2385213000840896,-3.110530358593901,-6.64069179028806
2016,06,ISL,-10.954274802308534,0.9004439813665982,-12.719145005787066,-9.189404598830002,06,2016.0,-1.471619,0.32087472,,,,-9.482655792336915,12.002031645668595,86.5658016022979,False,-6.031386686840525,-2.691040939092636,-3.340345747747889,-4.266411227177719,-7.7963621465033315
2017,06,ISL,-4.262475935169302,0.9004439813665982,-6.027346138647834,-2.49760573169077,06,2017.0,-16.974007,-1.1090896,,,,12.711530717662729,12.002031645668595,-298.2194131063836,False,-4.730387827358851,-6.356107753515244,1.6257199261563926,-2.9655176238803187,-6.495258030837384
2018,06,ISL,-1.6950402269613845,0.9004439813665982,-3.459910430439917,0.06982997651714795,06,2018.0,-16.878613,-0.9063236,,,,15.183572291349162,12.002031645668595,-895.7647169570723,False,-3.71794518091101,-9.646116614341736,5.928171433430726,-1.9530749774324776,-5.482815384389543
2019,06,ISL,-13.738179907297564,0.9004439813665982,-15.503050110776096,-11.973309703819032,06,2019.0,-4.3859997,0.20922665,,,,-9.352180227732134,12.002031645668595,68.07437586957471,False,-4.643357291893503,-10.218727564811706,5.575370272918203,-2.8784870884149707,-6.408227495372035
2020,06,ISL,-5.773342353943768,0.9004439813665982,-7.5382125574223,-4.008472150465236,06,2020.0,-22.11982,-0.96091145,2020.0,-12.366011,-0.48924464,16.346477287169513,12.002031645668595,-283.1371549619475,False,-7.284662645136109,-12.366011500358582,5.081348855222473,-5.519792441657577,-9.049532848614641
2021,06,ISL,-14.688263979573774,0.9004439813665982,-16.453134183052306,-12.923393776095242,06,2021.0,-25.247242,-1.8342779,,,,10.558977994303179,12.002031645668595,-71.88717474704305,False,-8.031460480589157,-17.121136093139647,9.08967561255049,-6.266590277110625,-9.796330684067689
2022,06,ISL,-2.932584711754675,0.9004439813665982,-4.697454915233207,-1.1677145082761426,06,2022.0,-24.10449,-1.7137094,,,,21.171905568396692,12.002031645668595,-721.9537592054331,False,-7.765482235906231,-18.547232818603515,10.781750582697285,-6.000612032427698,-9.530352439384764
2023,06,ISL,-12.6686851696554,0.9004439813665982,-14.433555373133933,-10.903814966176869,06,2023.0,-19.152534,-0.89811516,,,,6.48384931520788,12.002031645668595,-51.18012823255159,False,-9.960211224445036,-19.002017211914062,9.041805987469026,-8.195341020966504,-11.725081427923568
2024,06,ISL,-7.303529653778249,0.9007124920407654,-9.06892613817815,-5.538133169378348,06,2024.0,-17.43402,-1.1750516,,,,10.130489434966869,12.002031645668595,-138.70676118534251,False,-8.673281173741172,-21.61162109375,12.938339920008827,-6.908305714078366,-10.438256633403977
2025,06,,,,,,06,2025.0,-13.6044855,-0.74239975,2025.0,-19.908554,-1.2727107,,,,,-9.398265878690523,-19.9085542678833,10.510288389192777,-7.633264104981649,-11.163267652399398
2026,06,,,,,,06,2026.0,-5.5954275,0.18324864,,,,,,,,-7.634933178396106,-15.978191375732422,8.343258197336315,-5.869887547943785,-9.399978808848427
2027,06,,,,,,06,2027.0,-15.26847,-0.47721764,,,,,,,,-9.986107411716823,-14.210987281799316,4.224879870082493,-8.220974067777606,-11.75124075565604
2028,06,,,,,,06,2028.0,-12.15111,-0.49475378,,,,,,,,-7.303529653778249,-12.810702323913574,5.507172670135326,-5.538133169378348,-9.06892613817815
2029,06,,,,,,06,2029.0,-11.766867,-0.6741357,,,,,,,,,-11.677271842956543,,,
2030,06,,,,,,06,2030.0,-23.595076,-1.3518648,2030.0,-13.67539,-0.56294465,,,,,,-13.675389862060547,,,
2031,06,,,,,,06,2031.0,-27.161486,-2.0465472,,,,,,,,,-17.98860149383545,,,
2032,06,,,,,,06,2032.0,-24.745817,-1.7499228,,,,,,,,,-19.88407096862793,,,
2033,06,,,,,,06,2033.0,-19.22464,-1.4840899,,,,,,,,,-21.29877700805664,,,
2034,06,,,,,,06,2034.0,-8.690125,-0.4878189,,,,,,,,,-20.68342876434326,,,
2035,06,,,,,,06,2035.0,-11.486107,-0.44729048,2035.0,-18.261635,-1.2431338,,,,,,-18.26163501739502,,,
2036,06,,,,,,06,2036.0,-15.40262,-0.77420187,,,,,,,,,-15.909861946105957,,,
2037,06,,,,,,06,2037.0,-16.808731,-0.869552,,,,,,,,,-14.322444725036622,,,
2038,06,,,,,,06,2038.0,-19.366234,-1.192673,,,,,,,,,-14.350763511657714,,,
2039,06,,,,,,06,2039.0,-8.296309,-0.5913023,,,,,,,,,-14.272000312805176,,,
2040,06,,,,,,06,2040.0,-32.849487,-2.5339973,2040.0,-18.544676,-1.1923453,,,,,,-18.54467639923096,,,
2041,06,,,,,,06,2041.0,-29.182991,-2.3331952,,,,,,,,,-21.300750541687012,,,
2042,06,,,,,,06,2042.0,-21.926006,-1.6900612,,,,,,,,,-22.324205589294433,,,
2043,06,,,,,,06,2043.0,-25.278286,-1.7396474,,,,,,,,,-23.506616020202635,,,
2044,06,,,,,,06,2044.0,-26.169426,-1.9289237,,,,,,,,,-27.081239318847658,,,
2045,06,,,,,,06,2045.0,-24.03196,-1.8268011,2045.0,-25.317734,-1.9037259,,,,,,-25.317733764648438,,,
2046,06,,,,,,06,2046.0,-31.561857,-2.7789874,,,,,,,,,-25.79350700378418,,,
2047,06,,,,,,06,2047.0,-28.387707,-2.005492,,,,,,,,,-27.085847091674804,,,
2048,06,,,,,,06,2048.0,-37.275234,-2.9304738,,,,,,,,,-29.485236740112306,,,
2049,06,,,,,,06,2049.0,-35.751247,-2.8482597,,,,,,,,,-31.401601028442382,,,
2050,06,,,,,,06,2050.0,-35.13967,-2.231719,2050.0,-33.623146,-2.5589862,,,,,,-33.62314338684082,,,
2051,06,,,,,,06,2051.0,-36.12104,-2.3783267,,,,,,,,,-34.53498001098633,,,
2052,06,,,,,,06,2052.0,-30.375175,-1.7302935,,,,,,,,,-34.932473754882814,,,
2053,06,,,,,,06,2053.0,-29.345379,-1.8518635,,,,,,,,,-33.346502685546874,,,
2054,06,,,,,,06,2054.0,-34.82196,-1.999715,,,,,,,,,-33.16064529418945,,,
2055,06,,,,,,06,2055.0,-21.511282,-0.94631016,2055.0,-30.434967,-1.7813017,,,,,,-30.43496742248535,,,
2056,06,,,,,,06,2056.0,-23.03439,-1.0368112,,,,,,,,,-27.817637252807618,,,
2057,06,,,,,,06,2057.0,-27.736174,-1.4452779,,,,,,,,,-27.289836883544922,,,
2058,06,,,,,,06,2058.0,-20.988543,-0.92763144,,,,,,,,,-25.618469619750975,,,
2059,06,,,,,,06,2059.0,-22.22747,-0.8826163,,,,,,,,,-23.09957160949707,,,
2060,06,,,,,,06,2060.0,-25.557087,-1.200374,2060.0,-23.908733,-1.0985422,,,,,,-23.908732604980468,,,
2061,06,,,,,,06,2061.0,-22.57862,-0.9507501,,,,,,,,,-23.817578887939455,,,
2062,06,,,,,,06,2062.0,-21.01139,-0.63963586,,,,,,,,,-22.472622299194335,,,
2063,06,,,,,,06,2063.0,-18.581047,-0.71493727,,,,,,,,,-21.99112319946289,,,
2064,06,,,,,,06,2064.0,-38.795822,-1.6553116,,,,,,,,,-25.304793548583984,,,
2065,06,,,,,,06,2065.0,-26.478447,-0.99934155,2065.0,-25.489065,-0.9919952,,,,,,-25.48906555175781,,,
2066,06,,,,,,06,2066.0,-24.05535,-0.8734184,,,,,,,,,-25.784411239624024,,,
2067,06,,,,,,06,2067.0,-19.856499,-0.60266167,,,,,,,,,-25.553432846069335,,,
2068,06,,,,,,06,2068.0,-21.284386,-0.70382977,,,,,,,,,-26.094100570678712,,,
2069,06,,,,,,06,2069.0,-22.145796,-0.5689464,,,,,,,,,-22.764095306396484,,,
2070,06,,,,,,06,2070.0,-16.790348,-0.4273978,2070.0,-20.826475,-0.6352508,,,,,,-20.826475524902342,,,
2071,06,,,,,,06,2071.0,-28.72982,-1.1074306,,,,,,,,,-21.761369705200195,,,
2072,06,,,,,,06,2072.0,-29.255922,-0.7900385,,,,,,,,,-23.641254425048828,,,
2073,06,,,,,,06,2073.0,-12.331486,-0.27175722,,,,,,,,,-21.850674438476563,,,
2074,06,,,,,,06,2074.0,-15.986479,-0.32533297,,,,,,,,,-20.61881103515625,,,
2075,06,,,,,,06,2075.0,-14.230615,-0.20640124,2075.0,-20.106865,-0.5401921,,,,,,-20.106864356994627,,,
2076,06,,,,,,06,2076.0,-13.455435,-0.726154,,,,,,,,,-17.05198726654053,,,
2077,06,,,,,,06,2077.0,-15.0467415,-0.3669619,,,,,,,,,-14.210151100158692,,,
2078,06,,,,,,06,2078.0,-16.292042,-0.4189596,,,,,,,,,-15.002262306213378,,,
2079,06,,,,,,06,2079.0,-16.51457,-0.5490881,,,,,,,,,-15.107880592346191,,,
2080,06,,,,,,06,2080.0,-13.9361,-0.5656359,2080.0,-15.048978,-0.5253599,,,,,,-15.048977661132813,,,
2081,06,,,,,,06,2081.0,-15.403539,-0.3921924,,,,,,,,,-15.438598442077637,,,
2082,06,,,,,,06,2082.0,-10.075661,-0.21947756,,,,,,,,,-14.444382286071777,,,
2083,06,,,,,,06,2083.0,-19.426754,-0.63378644,,,,,,,,,-15.071324729919434,,,
2084,06,,,,,,06,2084.0,-15.022587,-0.44011882,,,,,,,,,-14.772928047180176,,,
2085,06,,,,,,06,2085.0,-20.137657,-0.64488876,2085.0,-16.013239,-0.46609277,,,,,,-16.013239479064943,,,
2086,06,,,,,,06,2086.0,-19.87727,-0.5913071,,,,,,,,,-16.90798568725586,,,
2087,06,,,,,,06,2087.0,-16.7008,-0.4499713,,,,,,,,,-18.233013534545897,,,
2088,06,,,,,,06,2088.0,-28.215565,-1.2341281,,,,,,,,,-19.990775680541994,,,
2089,06,,,,,,06,2089.0,-9.139314,-0.17154042,,,,,,,,,-18.814121055603028,,,
2090,06,,,,,,06,2090.0,-16.644258,-0.5260443,2090.0,-18.115442,-0.59459823,,,,,,-18.11544132232666,,,
2091,06,,,,,,06,2091.0,-14.036822,-0.36123332,,,,,,,,,-16.9473518371582,,,
2092,06,,,,,,06,2092.0,-21.241285,-0.72922593,,,,,,,,,-17.855448913574218,,,
2093,06,,,,,,06,2093.0,-20.828783,-0.6386896,,,,,,,,,-16.378092575073243,,,
2094,06,,,,,,06,2094.0,-19.699697,-0.5914275,,,,,,,,,-18.490169334411622,,,
2095,06,,,,,,06,2095.0,-28.096184,-1.0377756,2095.0,-20.780554,-0.6716704,,,,,,-20.780554389953615,,,
2096,06,,,,,,06,2096.0,-19.833096,-0.5714572,,,,,,,,,-21.939809036254882,,,
2097,06,,,,,,06,2097.0,-20.618729,-0.60473335,,,,,,,,,-21.81529769897461,,,
2098,06,,,,,,06,2098.0,-14.232601,-0.39413148,,,,,,,,,-20.496061325073242,,,
2099,06,,,,,,06,2099.0,-16.998503,-0.48001763,,,,,,,,,-19.955822372436522,,,
2100,06,,,,,,06,2100.0,-12.190201,-0.24043411,2100.0,-16.774626,-0.45815477,,,,,,-16.774625778198242,,,
1946,07,SJM,-18.43525882990067,1.5603382213722927,-21.49352174379036,-15.376995916010975,,,,,,,,,,,,-18.43525882990067,,,-15.376995916010975,-21.49352174379036
1947,07,SJM,-39.19019162879225,1.5603382213722927,-42.24845454268194,-36.13192871490256,,,,,,,,,,,,-28.81272522934646,,,-25.754462315456763,-31.870988143236154
1948,07,SJM,-14.569265278035692,1.5603382213722927,-17.627528191925386,-11.511002364145998,,,,,,,,,,,,-24.064905245576202,,,-21.006642331686507,-27.123168159465898
1949,07,SJM,-0.9439287153831413,1.5603382213722927,-4.002191629272835,2.1143341985065525,,,,,,,,,,,,-18.284661113027937,,,-15.226398199138243,-21.34292402691763
1950,07,SJM,-21.69903908514783,1.5603382213722927,-24.757301999037523,-18.64077617125814,,,,,,,,,,,,-18.967536707451917,,,-15.909273793562223,-22.025799621341612
1951,07,SJM,-22.01180736505092,1.5603382213722927,-25.070070278940612,-18.95354445116123,,,,,,,,,,,,-19.682846414481965,,,-16.624583500592273,-22.741109328371657
1952,07,SJM,-9.470692741898011,1.5603382213722927,-12.528955655787705,-6.412429828008317,,,,,,,,,,,,-13.73894663710312,,,-10.680683723213427,-16.797209550992815
1953,07,SJM,-18.146345621897176,1.5603382213722927,-21.204608535786868,-15.088082708007482,,,,,,,,,,,,-14.454362705875416,,,-11.396099791985723,-17.51262561976511
1954,07,SJM,-24.499030552992558,1.5603382213722927,-27.55729346688225,-21.440767639102866,,,,,,,,,,,,-19.1653830733973,,,-16.10712015950761,-22.223645987286993
1955,07,SJM,-15.674807112109859,1.5603382213722927,-18.733070025999552,-12.616544198220165,,,,,,,,,,,,-17.960536678789705,,,-14.902273764900011,-21.0187995926794
1956,07,SJM,-14.748789296306551,1.5603382213722927,-17.807052210196247,-11.690526382416857,,,,,,,,,,,,-16.50793306504083,,,-13.449670151151137,-19.566195978930523
1957,07,SJM,-15.371429859179894,1.5603382213722927,-18.42969277306959,-12.3131669452902,,,,,,,,,,,,-17.688080488497206,,,-14.629817574607513,-20.7463434023869
1958,07,SJM,-15.994043844699155,1.5603382213722927,-19.05230675858885,-12.935780930809461,,,,,,,,,,,,-17.257620133057603,,,-14.19935721916791,-20.3158830469473
1959,07,SJM,-22.036940945105457,1.5603382213722927,-25.09520385899515,-18.978678031215765,,,,,,,,,,,,-16.765202211480183,,,-13.70693929759049,-19.82346512536988
1960,07,SJM,-35.048761454746085,1.5603382213722927,-38.10702436863578,-31.990498540856393,,,,,,,,,,,,-20.63999308000743,,,-17.581730166117737,-23.69825599389712
1961,07,SJM,-22.352617698846736,1.5603382213722927,-25.410880612736428,-19.294354784957044,,,,,,,,,,,,-22.160758760515467,,,-19.10249584662577,-25.219021674405163
1962,07,SJM,-3.4616718439475047,1.5603382213722927,-6.5199347578371984,-0.403408930057811,,,,,,,,,,,,-19.77880715746899,,,-16.720544243579297,-22.83707007135868
1963,07,SJM,-13.22090488103471,1.5603382213722927,-16.279167794924405,-10.162641967145015,,,,,,,,,,,,-19.2241793647361,,,-16.165916450846403,-22.282442278625794
1964,07,SJM,-3.466709276215318,1.5603382213722927,-6.524972190105012,-0.40844636232562426,,,,,,,,,,,,-15.51013303095807,,,-12.451870117068376,-18.568395944847765
